Date,Brk,Hour,Weight,Anchor Offset,Water Height,Harness,Horizontal Distance,Additional Factors,JM,JA,Cord Serial Number
,,12,205,11,D0,AF ,3,,,,66124828
,,12,191,16,-2,AF ,0,,,,66124828
,,12,187,10,D0,AF ,0,,,,66124828
,,12,184,18,1,AF ,0,FLOP,,,66124828
,B,13,187,21,-5,AF ,0,,,,66124828
,,13,172,22,D0,AF ,1,,,,66124828
,B,,220,8,-2,AF ,0,,,,66124828
,,,197,14,-2,AF ,0,,,,66124828
,,,192,16,,AF ,,,,,66124828
,,,171,21,,AF ,,,,,66124828
,B,,222,7,W0,AF ,0,,ZG,MAS,66124828
,,,200,6,,AF ,,,,,66124828
,,,187,7,,AF ,,,,,66124828
,,,186,20,-3,AF ,2,,,,66124828
,,15,185,24,-5,BF,2,GAINER,ZG,MAS,66124828
,,15,184,18,-2,AF ,0,,,,66124828
,,15,183,18,1,AF ,0,FLOP,,,66124828
,,,181,20,-3,AF ,0,,,,66124828
,,,175,20,2,AF ,1,,,,66124828
,,,170,23,-1,AF ,0,,,,66124828
,B,,204,6,,AF ,,,,,66124828
,,,193,15,1,AF ,2,,,,66124828
,,,179,20,2,AF ,5,,,,66124828
,,,173,22,W0,AF ,0,,,,66124828
,,,171,6,,AF ,,,,,66124828
,B,17,209,14,-2,AF ,0,,,,66124828
,,17,201,12,W0,AF ,0,BIGFLOP,,,66124828
,,17,196,14,-1,AF ,0,,,,66124828
,,17,191,16,-3,AF ,0,,,,66124828
,,,179,20,-1,AF ,0,,,,66124828
,,,195,15,-1,AF ,0,STRAIGHTDOWN,,,66124828
,,,180,22,-5,AF ,0,,,,66124828
9/2/2025,CORD INSPECTION,12,,,,,,73 BREAKS,ZG,MAS,66124828
,F,13,224,9,-2,AF ,2,,,,66124828
,,14,203,12,-3,AF ,1,,,,66124828
,,,188,18,-1,AF ,2,CHARLIE,,,66124828
,,,186,20,-4,AF ,2,,,,66124828
,B,,184,12,,AF ,,,,,66124828
,B/2,,166,,,AF ,,,,,66124828
9/4/2025,F,,208,12,1,AF ,0,,,,66124828
,,,174,12,,AF ,,,,,66124828
,,,175,24,,AF ,,,,,66124828
9/5/2025,F,13,208,15,-2,AF ,2,,ZG,NBB,66124828
,,13,194,16,-2,AF ,2,SPINS,,,66124828
,,13,192,15,-1,AF ,0,,,,66124828
,B,16,214,11,-2,AF ,2,W1,,,66124828
,,16,177,21,-2,AF ,2,,,,66124828
9/6/2025,F,9,181,6,,BF,,,MS,RD,66124828
,,9,176,20,1,AF ,0,,,,66124828
,,9,166,12,,BF,,,,,66124828
,,9,162,,,AF ,,,,,66124828
,B,9,197,23,,BF,,,,,66124828
,,9,217,5,D0,AF ,0,,MS,RD,66124828
,,9,184,18,-3,AF ,0,,,,66124828
,B,10,178,26,-5,AF ,1,,MS,TL,66124828
,,10,171,22,-2,AF ,2,,,,66124828
,B,10,211,6,,AF ,,,,,66124828
,,11,204,9,-1,AF ,0,,,,66124828
,,11,197,11,-2,AF ,0,,,,66124828
,,11,204,9,W0,AF ,1,,,,66124828
,B,11,178,23,-3,AF ,0,,,,66124828
,,11,174,18,3,AF ,1,,,,66124828
,,11,164,23,1,AF ,0,,,,66124828
,B,11,200,6,,BF,,,TL,RD,66124828
,,12,188,16,-4,AF ,0,,,,66124828
,,12,170,15,,BF,,,,,66124828
,B,12,170,12,,AF ,,,,,66124828
,B,12,196,14,W0,AF ,3,,,,66124828
,,12,180,15,,AF ,,,,,66124828
,B,13,215,6,2,AF ,0,,,,66124828
,,13,187,14,3,AF ,1,,,,66124828
,,13,174,22,-5,AF ,0,STRAIGHTDOWN,,,66124828
,,13,183,18,,AF ,,,TL,ZG,66124828
,B,14,210,6,2,AF ,,,,,66124828
,,14,195,13,-2,AF ,2,,,,66124828
,,14,193,13,-1,AF ,0,,,,66124828
,,14,189,15,W0,AF ,0,FLOP,,,66124828
,,14,171,27,-1,AF ,3,,,,66124828
,,14,171,20,W0,AF ,0,SMALLFLOP,,,66124828
,,,157,30,-4,AF ,2,,,,66124828
,,,198,8,3,AF ,3,,,,66124828
,,,179,6,,AF ,,,,,66124828
,B,15,166,12,,AF ,,,,,66124828
,,15,167,12,,AF ,,,,,66124828
,,15,162,25,W0,AF ,0,,,,66124828
,,15,174,12,,AF ,,,,,66124828
,,15,157,27,W0,AF ,0,,ZG,MAS,66124828
,,15,191,6,3,AF ,0,,,,66124828
,,,182,6,,AF ,,,,,66124828
,,,180,6,,AF ,,,,,66124828
,,,180,18,-1,AF ,0,,,,66124828
,B,,215,,D0,AF ,0,,ZG,NBB,66124828
,,,198,11,2,AF ,0,,,,66124828
,,,190,15,-1,AF ,0,,,,66124828
,,,180,18,1,AF ,1,,,,66124828
,,,177,19,2,AF ,1,,ZG,MAS,66124828
,,,160,27,-1,AF ,0,,,,66124828
,,,181,19,-3,AB,0,,,,66124828
,,,184,6,,AF ,,,,,66124828
,,,182,22,D0,BF,0,,,,66124828
,,,180,18,1,AF ,2,,,,66124828
,B,,185,26,-3,BF,0,FRONTFLIPS,ZG,MAS,66124828
,,,181,6,,AF ,,,,,66124828
,,,163,18,3,AF ,1,,,,66124828
,,,163,33,-5,BF,1,FRONTFLIPS,,,66124828
,,,160,21,,BF,,,,,66124828
9/7/2025,F,10,200,6,,BF,,,,,66124828
,,10,200,11,1,AF ,0,,,,66124828
,,10,192,6,,AF ,0,,,,66124828
,,10,166,12,,BF,,,,,66124828
,,10,164,12,,AF ,,,,,66124828
,B/2,10,200,17,-4,AF ,0,,,,66124828
,,11,191,15,-1,AF ,1,,,,66124828
,,11,180,6,,BF,,,,,66124828
,B,12,181,6,,AF ,,,,,66124828
,,12,177,6,,AF ,,,MS,RD,66124828
,,13,172,25,-5,AF ,0,,,,66124828
,,14,172,22,1,AF ,0,,,,66124828
,,14,199,6,,BF,,,,,66124828
,,14,184,24,-5,AF ,3,,,,66124828
9/8/2025,F,14,189,19,-3,AF,0,DEADMAN,MAS,ZG,66124828
,B,16,221,8,-3,AF,0,,,,66124828
,,16,199,12,-2,AF,0,,,,66124828
,B,17,211,11,-3,AF,0,,,,66124828
,,17,191,15,1,AF,0,,,,66124828
,,17,183,18,-4,AB,0,,,,66124828
9/9/2025,N,14,196,11,14,AF ,0,,ZG,MAS,66484828
,,14,182,11,15,AF ,0,,,,66484828
,B,15,182,18,9,AF ,0,,,,66484828
,,15,163,24,8,AF ,0,,,,66484828
9/11/2025,F,15,217,6,4,AF ,0,,,,66484828
,,15,193,21,2,BF,0,DEADMAN,,,66484828
,,,193,14,3,AF ,0,,,,66484828
,B,16,217,10,2,AF ,0,,ZG,RD,66484828
,,16,185,20,1,AF ,0,,,,66484828
,,16,197,17,1,AF ,1,,,,66484828
,,16,184,21,2,AF ,1,,,,66484828
,,,184,25,-3,AF ,0,,,,66484828
,B,,183,28,-1,AF ,0,,,,66484828
,,,177,32,-1,BF,0,,,,66484828
9/12/2025,F,14,177,12,,AF ,,,ZG,NB,66484828
,B,15,184,28,-3,AF ,0,,,,66484828
,,15,198,19,,AF ,,,,,66484828
9/13/2025,F,10,205,19,D0,AF ,0,,,,66484828
,,10,198,19,-1,AF ,0,,,,66484828
,,10,192,24,-3,AF ,1,,,,66484828
,,10,176,12,,BF,,,,,66484828
,,10,174,33,-6,AF ,1,,,,66484828
,,10,167,18,,AF ,,,,,66484828
,B,12,195,26,-5,AF ,0,,,,66484828
,,12,188,25,-3,AF ,1,,,,66484828
,,12,184,25,-2,AF ,0,,MS,RD,66484828
,B,12,200,22,-2,AF,2,,,,66484828
,,12,198,17,D0,AF ,3,,,,66484828
,,12,195,18,1,AF ,3,,,,66484828
,,12,172,29,W0,AF ,4,,,,66484828
,,12,168,18,,AF ,,,,,66484828
,B,13,219,15,-3,AF ,0,,MS,ZG,66484828
,,13,206,16,-3,AF ,0,,,,66484828
,,13,203,16,-2,AF ,0,,,,66484828
,,13,198,17,-1,AF ,0,,,,66484828
,,13,196,18,-2,AF ,0,,ZG,ZS,66484828
,B/2,13,183,25,-2,AF ,0,,,,66484828
,,13,176,26,-2,AF ,1,,,,66484828
,B,13,200,9,,AF ,,,,,66484828
,,13,203,6,,AF ,,,,,66484828
,,13,202,16,D0,AF ,2,,,,66484828
,,13,190,6,,AF ,,,,,66484828
,,13,175,18,,,,,,,66484828
,B,13,198,20,-5,AF ,0,STRAIGHTDOWN,,,66484828
,,,184,18,3,AF ,0,,,,66484828
,,,186,24,-5,AF ,0,,,,66484828
,,13,166,29,1,,0,,,,66484828
,,,161,27,,AF ,0,,,,66484828
,B,,183,27,,AF ,,,ZS,NB,66484828
,B,,201,18,,AF ,,,,,66484828
9/14/2025,F,10,196,21,1,AF ,0,,,,66484828
,,10,184,21,1,AF ,0,,,,66484828
,,10,178,25,-3,AF ,0,STRAIGHTDOWN,,,66484828
,B,10,225,10,-3,AF ,0,,,,66484828
,,10,218,15,1,BF,0,,,,66484828
,,10,214,12,W0,AF ,1,,,,66484828
,,10,207,15,-3,AF ,0,,,,66484828
,B,10,181,24,1,AF ,2,,,,66484828
,,11,181,24,1,AF ,3,,,,66484828
,,11,172,28,-1,AF ,3,,,,66484828
,,,208,15,-2,AF ,0,,,,66484828
,,,206,15,W0,AF ,4,,,,66484828
,,,191,19,1,AF ,2,,,,66484828
,,,190,22,-3,AF ,0,SMALL FLOP,,,66484828
,,,189,20,1,AF ,4,,,,66484828
,,,187,23,-3,AF ,1,,,,66484828
,,,180,24,-1,AF ,0,FLOP,,,66484828
,,,175,26,D0,AB,2,,,,66484828
,B,,202,21,-5,AF ,0,,MS,ZG,66484828
,,,200,6,,AF ,,,,,66484828
,,,191,21,-2,AF ,1,,,,66484828
,,,185,6,-4,BF,,,,,66484828
,B,,222,18,,AF ,0,,,,66484828
,B,15,196,22,W0,AF ,5,,,,66484828
,,15,186,22,-1,AF,2,,,,66484828
,,,179,12,,BF,,,,,66484828
,,,173,26,1,AF,3,,,,66484828
,B,,188,24,1,AF,1,BIGFLOP,,,66484828
,,11,173,27,D0,AF ,2,,ZG,RD,66484828
,B,11,202,6,,AF ,,,,,66484828
,,11,192,6,,AF ,,,,,66484828
,,12,170,28,-3,AF ,0,,,,66484828
,B,13,202,6,,AF ,,,,,66484828
,,13,193,21,-1,AF ,2,CHARLIE,,,66484828
,,13,185,22,D0,AF ,0,FLOP,,,66484828
,B,13,180,28,-3,AF ,0,FLOP SPIN,ZG,MAS,66484828
,,13,203,,,AF ,,,,,66484828
,B,15,212,22,-2,BF,0,,,,66484828
,,15,205,14,3,AF ,4,,,,66484828
,,15,191,20,-2,AF ,0,FLOP SPIN,,,66484828
,,,172,16,,AF ,,,,,66484828
,B,16,211,16,-3,AF ,2,,,,66484828
,,,179,18,,,,,,,66484828
,B,,218,18,,BF,,,,,66484828
9/15/2025,F,15,192,24,,AF ,,,MAS,ZG,66484828
9/16/2025,,15,209,6,,AF ,,,ZG,MAS,66484828
,,15,206,6,,AF ,,,,,66484828
,,,200,19,W0,AF ,1,,,,66484828
,,,189,19,,,,,,,66484828
,,,180,12,,AF ,,,,,66484828
,,,172,12,,,,,,,66484828
,B,,192,21,,AF ,,,,,66484828
10/25/2025,,,165,18,,AF ,,,,,66484828
,B,14,183,6,,AF ,,,,,66484828
,,,183,6,,AF ,,,,,66484828
,,,183,23,-3,AF ,3,,,,66484828
,,,170,6,,BF,,,,,66484828
,,,168,6,,AF ,,,,,66484828
,B,,202,6,,AF ,,,,,66484828
,,,182,6,,AF ,,,,,66484828
10/26/2025,F,12,184,2,,AF ,,,MS,RD,66484828
,,12,179,6,,AF ,,,,,66484828
,,12,204,15,,AF ,,,,,66484828
,B,14,200,6,,BF,,,,,66484828
,,14,186,6,,AF ,,,,,66484828
,,14,203,6,,AF ,,,,,66484828
,,14,185,17,2,AF ,2,,,,66484828
,,,185,6,,AF ,,,,,66484828
,B,16,191,17,2,AF ,0,GAINER,,,66484828
10/27/2025,F,,232,6,1,AF ,2,,MAS,ZG,66484828
,,,202,14,-2,AF ,0,,,,66484828
,,,196,16,W0,AF ,0,,,,66484828
,,14,180,21,W0,AF ,0,,MS,ZG,66484828
,,,169,,,AF ,,,,,66484828
10/30/2025,F,,200,6,,AF ,,,,,66484828
,,,222,6,,BF,,,,,66484828
,,,213,6,5,AF ,,,,,66484828
,,,210,11,1,AF ,,,,,66484828
,,,163,12,,BF,,,,,66484828
,,,163,,,BF,,,,,66484828
,,,164,,,BF,,,,,66484828
,B,,202,15,-1,AF ,,,,,66484828
,,,188,18,-1,BF,,,,,66484828
,,,184,18,,AF ,,,,,66484828
11/1/2025,F,,192,12,,BF,,,,,66484828
,,,189,12,,AF ,,,,,66484828
,,,187,21,-3,AF ,0,,,,66484828
,B,,219,6,,AF ,,,,,66484828
,,,207,6,,AF ,,,,,66484828
,B,,185,12,,AF ,,,,,66484828
,B,,219,6,1,AF ,0,,,,66484828
,B,,164,18,,AF ,,,,,66484828
,B,,181,24,,AF ,,,,,66484828
,B/2,,186,12,,AF ,,,,,66484828
